date,maxTemp,minTemp,WindSpeed,RelativeHumidity,Precipitation
3/8/2016,28.77,27.84,6.21,81.12,6.97
4/8/2016,28.8,27.19,5.33,83.75,7.56
5/8/2016,28.94,27.73,5.01,78.25,11.43
6/8/2016,28.71,27.75,4.52,79.19,26.01
7/8/2016,28.11,27.21,6.27,84.19,20.33
8/8/2016,29.24,27.83,5.95,79.38,1.45
9/8/2016,29.26,27.86,5.23,81.5,5.08
10/8/2016,29.8,28.15,5.41,76.31,10.29
11/8/2016,29.48,27.9,6.31,76.81,24.32
12/8/2016,29.55,27.86,6.28,75.62,3.14
13/8/2016,29.21,27.44,6.7,80.62,28.77
14/8/2016,29.64,27.82,7.26,80.38,10.13
15/8/2016,29.55,27.58,5.91,80.06,10.07
16/8/2016,29.82,27.94,4.53,81.31,3.47
17/8/2016,29.45,28.23,5.51,84.19,2.04
18/8/2016,29.33,28.29,5.95,84.56,2.75
19/8/2016,29.08,28.02,6.3,85.06,4.34
20/8/2016,29.01,27.83,5.4,85.19,2.9
21/8/2016,29.15,27.87,3.68,83.19,1.45
22/8/2016,29.61,28.2,4.27,83.5,1.91
23/8/2016,29.23,28.15,3.89,82.75,5.03
24/8/2016,29.25,28.08,4.02,81.88,9.64
25/8/2016,29.31,28.19,4.22,82.12,4.39
26/8/2016,29.29,28.26,4.19,81.94,2.15
27/8/2016,29.11,28.39,4.38,83.44,9.78
28/8/2016,28.72,28.01,3.8,84.75,7.46
29/8/2016,28.8,27.94,4.1,83.75,12.66
30/8/2016,28.93,27.89,4.36,81.81,6.16
31/8/2016,28.66,27.68,4.71,81.19,16.58
1/9/2016,29.53,27.4,4.15,77.88,2.05
2/9/2016,28.86,27.79,5.26,81,6.87
3/9/2016,28.47,27.12,4.32,82.62,2.69
4/9/2016,29.12,27.51,4.67,82.38,5.83
5/9/2016,28.35,27.27,5.27,82.75,3.16
6/9/2016,28.7,27.57,4.83,82.81,5.84
7/9/2016,28.36,27.73,5.02,85.44,16.31
8/9/2016,28.63,27.4,5.27,83.69,26.18
9/9/2016,27.8,27.02,4.17,87.19,8.38
10/9/2016,28.46,27.28,4.28,86.62,5.83
11/9/2016,27.96,27.26,4.78,86,4.48
12/9/2016,27.64,26.55,4.27,81.81,24.52
13/9/2016,27.45,26.62,4.97,84.12,23.31
14/9/2016,28.64,26.89,5.77,79.62,6.87
15/9/2016,28.98,27.15,4.7,80.81,12.05
16/9/2016,29.12,26.34,5.23,79.88,2.98
17/9/2016,28.78,27.48,4.32,80.62,7.32
18/9/2016,28.68,27.6,3.84,81.75,6.3
19/9/2016,28.15,27.28,3.82,87.44,8.92
20/9/2016,28.17,27.47,5.73,85.81,11.72
21/9/2016,28.12,27.62,2.59,80.81,18.96
22/9/2016,28.37,27,1.56,82,26.35
23/9/2016,28.05,26.9,2.94,82.62,19.19
24/9/2016,28.67,27.15,3.85,83.31,4.14
25/9/2016,28.33,27.2,3.75,82.06,6.42
26/9/2016,28.2,27.49,3.95,85,17.3
27/9/2016,28.52,27.25,4.62,86.19,24.01
28/9/2016,27.5,26.91,4.1,85.44,15.48
29/9/2016,28.33,26.8,4.01,83.25,6.03
30/9/2016,27.73,26.76,3.93,83.25,8.15
1/10/2016,28.74,26.55,4.54,81.62,3.89
2/10/2016,29.28,27.48,2.75,80.5,8.68
3/10/2016,28.64,27.59,3.12,84.5,19.64
4/10/2016,28.65,27.46,2.77,82.5,3.59
5/10/2016,28.67,27.39,3.51,84.56,11.23
6/10/2016,27.73,26.87,4.06,85.12,35.2
7/10/2016,28.73,26.15,5.13,79.44,13.28
8/10/2016,27.68,26.64,4,82.75,17.12
9/10/2016,27.69,26.51,6.96,88,22.04
10/10/2016,27.75,26.75,4.05,84.5,9.96
11/10/2016,28.68,27.49,3.27,82.88,8.57
12/10/2016,28.3,26.93,4.54,86.56,13.38
13/10/2016,29.92,27.35,2.84,83,11.98
14/10/2016,30,27.33,2.46,80.12,37.78
15/10/2016,28.69,27.54,1.83,81.25,3.22
16/10/2016,28.36,27.36,3.2,84.31,13.09
17/10/2016,27.59,26.72,1.65,85.69,9.45
18/10/2016,28.43,26.81,2.57,85.88,18.08
19/10/2016,28.47,27.32,3.56,85.38,3.38
20/10/2016,28.89,27.6,4.45,82.31,5.44
21/10/2016,28.65,27.63,5,83.25,7.8
22/10/2016,28.64,27.18,4.86,82.06,1.75
23/10/2016,28.75,27.44,3.68,79.69,3.5
24/10/2016,28.89,27.63,4.12,79.19,1.62
25/10/2016,28.28,27.44,2.65,78.31,1.71
26/10/2016,28.69,27.19,2.2,80.44,11.25
27/10/2016,27.69,26.84,2.52,88.12,17.38
28/10/2016,29.79,27.23,2.27,77.62,13.73
29/10/2016,28.91,27.06,1.25,79.06,13.33
30/10/2016,28.69,26.48,2.66,85.44,17.87
31/10/2016,28.46,26.57,2.64,84.81,13.46
1/11/2016,28.01,26.54,2.23,85.12,16.52
2/11/2016,29.12,26.33,5.17,85.88,12.72
3/11/2016,29.27,25.78,5.94,82.81,2.01
4/11/2016,28.62,25.56,5.13,80.56,1.2
5/11/2016,29.41,26.73,3.34,73.62,0.53
6/11/2016,29.7,27.18,1.88,74.56,2.32
7/11/2016,28.94,27.55,1.8,80.44,3.71
8/11/2016,28.07,26.76,2.66,83.06,2.16
9/11/2016,28.73,27.62,3.02,83.5,22.04
10/11/2016,27.62,26.59,2.88,82.62,8.87
11/11/2016,29.54,25.08,3.42,77.62,0.51
12/11/2016,30.29,26.68,3.5,77,0.83
13/11/2016,29.37,27.43,3.22,79.88,1.88
14/11/2016,30.97,27.6,2.66,75.56,0.14
15/11/2016,30.19,28.15,1.79,75.25,0.39
16/11/2016,30.51,27.58,3.99,77,0.34
17/11/2016,29.87,26.27,4.74,77.75,0.02
18/11/2016,30.49,26.96,4.36,77.44,0.62
19/11/2016,28.98,27.34,2.87,80.62,5.35
20/11/2016,29.3,27.87,2.04,80.38,4.06
21/11/2016,29.9,27.88,1.63,78,2.72
22/11/2016,29.31,28.09,2.82,80.88,1.97
23/11/2016,28.55,27.33,2.98,86.62,17.33
24/11/2016,29.44,27.67,1.64,80.12,4.34
25/11/2016,29.55,25.76,2.7,80.75,0.68
26/11/2016,30.13,27.2,3.17,79.25,1.98
27/11/2016,28.61,24.73,5.51,77.81,0.33
28/11/2016,28.48,25.45,4.96,77.75,0.05
29/11/2016,29.35,25.26,5.54,77.31,0.01
30/11/2016,29.26,25.07,6.08,79.44,0.05
1/12/2016,28.24,24.39,6.47,79.06,1.34
2/12/2016,27.2,24.41,6.72,82.31,1.54
3/12/2016,28.14,24.69,4.55,80.69,10.38
4/12/2016,28.66,25.8,4.77,84.12,7.37
5/12/2016,27.15,25.73,5.58,84.69,19.26
6/12/2016,28.15,25.2,5.63,84.38,7.97
7/12/2016,28.54,24.42,5.56,79.81,0.18
8/12/2016,26.9,24.96,5.52,79.75,0.18
9/12/2016,28.45,24.49,4.66,74.88,0.03
10/12/2016,28.95,25.08,4.37,72.88,0.06
11/12/2016,28.01,24.69,4.21,71.5,0.01
12/12/2016,28.48,25.26,4.25,72.19,0
13/12/2016,28.55,26.1,4.05,72.81,0.03
14/12/2016,29.04,25.92,3.88,80.38,3.02
15/12/2016,27.51,24.93,6.12,87.06,11.63
16/12/2016,25.74,23.34,6.77,85.38,2.81
17/12/2016,26.08,21.64,5.96,78.62,0.01
18/12/2016,28.71,23.57,4.99,75.81,0
19/12/2016,29.44,24.52,4.13,77.19,0.01
20/12/2016,29.58,25.37,2.64,77.5,1.3
21/12/2016,29.48,26.58,2.04,78.56,2.45
22/12/2016,28.94,26.3,3,80.88,3.38
23/12/2016,29.37,25.85,3.77,75.94,0.7
24/12/2016,29.49,25.45,3.92,77.38,0.07
25/12/2016,29.97,25.26,3.51,79.5,0.38
26/12/2016,29.87,26.01,2.61,76.12,0.84
27/12/2016,29.92,25.76,4.25,75.12,0.45
28/12/2016,27.65,23.15,5.95,72.12,0.09
29/12/2016,27.41,22.17,6.92,71.75,0
30/12/2016,27.04,21.75,6.62,73.62,0.73
31/12/2016,28.08,23.2,5.8,74.88,0.92
1/1/2017,28.8,23.8,5.17,77.62,0.02
2/1/2017,29.13,24.85,4.56,80.5,2.42
3/1/2017,28.28,25.13,4.06,81.12,2.87
4/1/2017,28.03,25.26,4.14,79.56,9.59
5/1/2017,29.06,25.07,4.28,79.75,7.13
6/1/2017,26.88,25.24,3.06,85.06,17.53
7/1/2017,26.84,25.23,2.84,83.44,13.44
8/1/2017,27.8,25.43,3.05,84.12,33.67
9/1/2017,27.76,26.62,4.15,84,19.84
10/1/2017,28.22,27.01,4.36,83.38,47.31
11/1/2017,27.76,26.55,3.75,82.81,2.78
12/1/2017,27.7,26.3,3.17,82.5,0.17
13/1/2017,27.66,26.24,1.66,81.12,0.68
14/1/2017,29.03,26.58,1.98,77.56,2.41
15/1/2017,29.27,25.76,3.19,78.81,7.85
16/1/2017,29.1,25.58,3.51,77.75,3.64
17/1/2017,27.13,26.07,3.62,82.56,22.58
18/1/2017,28.3,25.55,3.77,79,1.05
19/1/2017,29.57,24.97,3.11,74.56,0.16
20/1/2017,29.58,25.47,2.94,74.12,0.97
21/1/2017,28.42,25.62,3.52,76.94,6.95
22/1/2017,29.05,24.31,5.26,75.56,0.13
23/1/2017,28.08,23.7,5.52,76.12,2.83
24/1/2017,28.82,23.51,4.83,73.31,0
25/1/2017,29.53,24.19,4.92,75.25,0.05
26/1/2017,29.25,25.21,4.88,75.5,0.32
27/1/2017,29.43,24.73,4.55,71.5,0.57
28/1/2017,28.71,23.23,3.82,62.94,0
29/1/2017,28.85,24.91,2.38,57.19,0
30/1/2017,29.06,26.84,1.69,60.38,0.01
31/1/2017,29.26,24.97,2.98,64.44,0.02
1/2/2017,29.95,24.25,3.62,64.69,0
2/2/2017,28.63,25.01,4.63,75.56,5.71
3/2/2017,28.3,25.01,4.17,78.19,2.29
4/2/2017,29.64,25.59,3.38,72.94,0.06
5/2/2017,30.91,26.94,2.05,72,0.12
6/2/2017,30.59,26.23,2.47,73.56,0.01
7/2/2017,29.47,26.44,3.09,73.31,0
8/2/2017,28.8,26.66,3.12,69.06,0
9/2/2017,28.87,26.59,2.15,65.62,0
10/2/2017,29.95,26.37,2.24,66.94,0
11/2/2017,29.98,24.46,4.27,68.69,0.17
12/2/2017,29.08,22.52,6.27,67.75,0
13/2/2017,28.78,22.47,5.88,66.75,0
14/2/2017,28.73,22.98,4.62,62.19,0
15/2/2017,29.46,23.3,4.33,62.81,0
16/2/2017,29.53,23.42,3.77,65.19,0
17/2/2017,28.55,24.3,3.28,67,0.01
18/2/2017,29.52,25.43,2.33,65.38,0
19/2/2017,30.16,25.87,2.45,66.5,0.01
20/2/2017,29.03,26.72,2.63,73.06,0.01
21/2/2017,28.6,26.65,3.12,78.94,0.11
22/2/2017,28.38,26.83,2.93,81.88,2.94
23/2/2017,27.92,26.87,2.15,82.31,4.86
24/2/2017,28.37,27.12,3.51,85,1.86
25/2/2017,27.69,26.86,2.53,82.75,8.51
26/2/2017,29.6,26.9,1.76,76.94,0.37
27/2/2017,29.87,26.58,2.38,75.69,0.96
28/2/2017,30.07,25.91,3.5,74.81,0.12
1/3/2017,30.35,26.87,2.31,73.75,0.23
2/3/2017,30.27,25.89,3.52,70.81,0.82
3/3/2017,30.43,25.69,3.03,65.81,0.04
4/3/2017,28.48,27.11,3.44,78,0.22
5/3/2017,28.51,26.9,3.59,81.31,0.58
6/3/2017,29.11,26.98,3.34,77.06,0.01
7/3/2017,29.08,27.58,3.98,77.75,0.12
8/3/2017,28.43,27.44,4.56,80.19,0.64
9/3/2017,28.54,27.3,4.98,77.38,0.11
10/3/2017,28.69,26.83,3.88,79.25,0.14
11/3/2017,28.81,26.84,3.56,78.38,0.03
12/3/2017,29.03,27.03,3.9,77.69,0.26
13/3/2017,29.49,27.44,3.48,77.25,0.29
14/3/2017,29.17,27.37,3.57,82.94,2.86
15/3/2017,29.16,27.55,3.55,84.31,2.56
16/3/2017,29.19,27.51,3.89,81,2.21
17/3/2017,29.33,27.3,3.73,79.31,1.58
18/3/2017,29.15,27.65,3.58,80.69,5.37
19/3/2017,29.33,27.51,3.32,79.12,1.13
20/3/2017,29.45,27.69,3.52,77.12,2.82
21/3/2017,29.41,28.05,3.16,76.19,3.64
22/3/2017,30.2,28.28,3.32,76.81,1.23
23/3/2017,29.85,28.33,3.63,79.38,8.86
24/3/2017,28.83,27.96,3.61,82.38,3.76
25/3/2017,28.33,27.65,2.36,80.25,1.39
26/3/2017,28.36,27.68,2.56,81.88,34.45
27/3/2017,29.35,25.71,3.46,73.75,3.06
28/3/2017,30.94,25.57,4.13,72.62,1.56
29/3/2017,28.72,27.57,3.09,78.62,11.14
30/3/2017,29.46,28.05,2.28,74.56,3.99
31/3/2017,28.6,27.63,3.07,80.81,15.99
1/4/2017,29.36,27.78,1.33,75.31,8.19
2/4/2017,28.42,26.76,3.54,77.12,3.56
3/4/2017,29.63,27.19,2.8,71.69,0.7
4/4/2017,28.48,27.44,2.01,76.44,4.37
5/4/2017,28.39,27.19,1.52,76.5,6.7
6/4/2017,28.42,27.51,1.85,77.38,7.37
7/4/2017,28.82,27.95,2.2,79.44,3.73
8/4/2017,29.29,27.94,3,81.94,4.52
9/4/2017,29.03,28.12,2.98,84.62,5.8
10/4/2017,29.03,28.14,3.34,85.06,3.19
11/4/2017,30.05,28.26,3.33,79.5,0.33
12/4/2017,29.98,28.15,3.6,81,0.03
13/4/2017,30.34,28.54,3.52,78.44,0.66
14/4/2017,29.24,28.43,2.48,79.81,1.96
15/4/2017,29.3,28.26,3.71,79.38,0.53
16/4/2017,29.7,28.26,4.43,81.94,0.29
17/4/2017,30.25,28.28,3.98,78.69,0.12
18/4/2017,29.87,28.01,3.23,79.31,0.77
19/4/2017,29.79,28.46,3.8,82.62,3.14
20/4/2017,29.68,28.76,4.18,82.06,5.08
21/4/2017,30.43,28.97,4.2,76.62,2.18
22/4/2017,31.49,28.84,3.73,70.88,0.43
23/4/2017,31.12,28.75,3.88,75,0.67
24/4/2017,30.4,29.11,4.18,77.25,2.15
25/4/2017,29.85,28.8,4.3,77.25,2.63
26/4/2017,29.86,28.71,3.63,80.56,3.51
27/4/2017,29.67,28.65,3.45,81.94,3.01
28/4/2017,30.13,28.74,3.21,80.69,4.63
29/4/2017,29.7,27.98,2.99,80.31,10.96
30/4/2017,30.38,28.54,2.43,74.88,0.19
1/5/2017,29.98,28.75,3.24,79.19,0.95
2/5/2017,30.31,29.06,3.34,78.5,10.63
3/5/2017,30.42,29.4,3.86,79.69,9.85
4/5/2017,30.33,29.42,3.34,80.69,1.87
5/5/2017,30.12,29.18,2,73.56,1.37
6/5/2017,30.33,29.22,1.73,73.25,1.52
7/5/2017,29.93,29.27,2.53,74.44,4.77
8/5/2017,30.41,29.01,2.2,73.81,2.84
9/5/2017,29.43,28.62,2.83,80.75,5.75
10/5/2017,29.23,28.81,3.16,80.62,10.24
11/5/2017,30.42,27.93,3.59,79.56,18.89
12/5/2017,29.23,28.69,3.15,82.56,13.56
13/5/2017,29.61,29.08,3.03,80.62,8.41
14/5/2017,30.11,29,2.77,78.75,3.31
15/5/2017,30.06,29.26,3.77,81,10.11
16/5/2017,30.01,28.99,4.55,81.94,15.57
17/5/2017,30.19,29.1,5.8,84.88,33.74
18/5/2017,29.76,29.26,4.59,83.44,15.51
19/5/2017,29.77,28.8,4.77,82.88,16.37
20/5/2017,30.57,29.09,4.32,79.56,7.09
21/5/2017,30.5,29.45,3.99,81.56,6.46
22/5/2017,30.95,29.24,4.29,80.31,5.29
23/5/2017,30.18,29.09,4.03,83.12,10.12
24/5/2017,30.34,28.98,4.46,81.94,19.5
25/5/2017,29.95,29.14,4.01,81.25,14.04
26/5/2017,29.26,28.83,3.66,83.44,19.64
27/5/2017,28.9,28.3,4.25,85,11.27
28/5/2017,28.73,28.11,4.23,86.12,22.98
29/5/2017,29.25,28.56,4.85,82.12,5.7
30/5/2017,29.89,28.73,4.34,81.06,40.7
31/5/2017,29.59,28.7,3.16,80.25,4.38
1/6/2017,29.83,29.13,3.83,82.44,6.57
2/6/2017,30.19,29.35,4.95,83.06,9.09
3/6/2017,30.37,29.23,5.64,81.31,8.18
4/6/2017,29.6,28.83,5.81,84.88,16.33
5/6/2017,28.72,28.16,4.88,84.5,9.22
6/6/2017,29.02,28.28,5.74,80.94,19.53
7/6/2017,29.58,28.19,6.35,78.31,31.68
8/6/2017,30.02,28.25,5.58,76.69,8.41
9/6/2017,29.8,28.57,5.28,82.19,3.31
10/6/2017,29.7,28.58,4.62,82.94,14.07
11/6/2017,29.71,28.41,4.94,80.56,10.7
12/6/2017,29.67,28.26,4.33,78.44,0.64
13/6/2017,29.55,28.57,4.23,81,1.34
14/6/2017,29.29,28.21,4.23,82.31,5.4
15/6/2017,30.22,28.12,3.8,70.75,6.52
16/6/2017,30.29,28.65,2.7,69.44,0.5
17/6/2017,30.49,28.69,2.83,77.69,3.14
18/6/2017,29.78,28.89,3.76,81.31,9.5
19/6/2017,29.65,28.52,4.24,81.38,4.48
20/6/2017,29.6,28.56,4.02,80.19,7.61
21/6/2017,29.37,28.23,4.92,82.12,23.39
22/6/2017,29.59,28.29,5.74,76.19,10.15
23/6/2017,29.18,27.48,6.38,78.88,7.89
24/6/2017,29.01,27.62,6.45,79.81,3.19
25/6/2017,28.96,27.9,6.03,78.81,16.12
26/6/2017,28.98,27.41,5.34,81.69,12.07
27/6/2017,29.22,27.85,4.6,79.31,4.21
28/6/2017,28.92,27.65,3.91,82.56,4.35
29/6/2017,29.06,28.01,3.64,84.12,8.87
30/6/2017,28.88,28.03,4.06,83.44,8.39
1/7/2017,29.35,28.19,3.74,80.19,16.16
2/7/2017,29.19,28.21,3.95,80.31,9.75
3/7/2017,29.37,27.98,4.3,78.44,4.32
4/7/2017,29.31,27.76,4.95,79.06,14.45
5/7/2017,29.13,27.37,5.06,79.56,9.8
6/7/2017,29.12,27.85,4.87,79.12,14.7
7/7/2017,27.93,27.24,4.24,85.31,33
8/7/2017,28.23,27.42,4.35,83.94,11.31
9/7/2017,28.9,27.93,3.25,81.56,51.02
10/7/2017,28.59,27.46,3.29,82.19,8.34
11/7/2017,28.27,27.58,3.61,84.19,9.54
12/7/2017,27.93,27.34,4.09,83.5,38.51
13/7/2017,28.34,27.38,5.33,82.25,14.24
14/7/2017,28.83,27.49,6.97,81.62,25.8
15/7/2017,28.65,27.13,7.3,78.12,17.87
16/7/2017,29.01,27.58,7.11,77.75,16.86
17/7/2017,28.48,27.35,7.86,79.56,14.75
18/7/2017,28.85,27.83,5.67,80.38,12.24
19/7/2017,29.01,27.76,5.19,81.12,28.31
20/7/2017,28.15,26.5,6.95,79.69,27.73
21/7/2017,28.35,26.88,5.72,81.12,14.23
22/7/2017,28.49,27.3,5.48,79.44,17.33
23/7/2017,29.19,27.37,4.59,79.06,2.38
24/7/2017,29.44,27.64,6.01,81.81,15.41
25/7/2017,28.23,27.37,7.12,81.88,33.76
26/7/2017,27.94,27.16,7.59,82.12,10.66
27/7/2017,29.33,27.14,7.03,80.19,3.07
28/7/2017,28.94,27.94,7.02,81.12,3.69
29/7/2017,29.42,27.72,6.56,79.94,5.44
30/7/2017,29.49,28.04,6.2,80.12,1.19
31/7/2017,29.55,28.03,5.54,83.38,1.34
1/8/2017,29.36,28.23,5.59,84.56,1.8
2/8/2017,29.57,28.06,5.85,81.69,1.76
3/8/2017,29.26,28.15,4.95,83.69,5.36
4/8/2017,28.38,27.5,5.42,81.12,11.63
5/8/2017,28.66,27.61,4.88,82.25,7.61
6/8/2017,28.14,26.97,3.36,84.69,19.77
7/8/2017,28.17,27.04,3.53,84.44,17.6
8/8/2017,28.98,27.78,3.51,83.25,5.17
9/8/2017,29.38,28.09,3.62,80.81,4.47
10/8/2017,29.43,28.08,3.45,80.44,3.65
11/8/2017,29.21,28.12,3.26,80.5,4.06
12/8/2017,29.26,27.74,3.03,77.38,2.03
13/8/2017,29.24,28.35,3.16,81.31,4.4
14/8/2017,29.69,28.49,3.59,83,32.9
15/8/2017,28.72,27.9,5,85,10.99
16/8/2017,27.91,27.3,4.78,85.69,7.02
17/8/2017,28.15,27.48,5.73,83.12,19.62
18/8/2017,29.27,27.4,5.33,75.5,3.54
19/8/2017,28.57,27.41,4.35,79.44,7.9
20/8/2017,29.21,27.72,4.88,78.75,10.93
21/8/2017,28.82,27.89,4.78,82.06,9.04
22/8/2017,29.38,27.94,5.05,79.5,4.91
23/8/2017,28.9,27.48,5.29,84.75,29.01
24/8/2017,28.77,27.24,4.66,83.62,12.64
25/8/2017,28.58,27.58,4.84,82.31,8.91
26/8/2017,28.22,27.37,3.89,83,16.26
27/8/2017,27.6,26.86,5.66,85.62,62.28
28/8/2017,28.48,26.56,6.43,78.5,10.99
29/8/2017,29.07,27.36,4.65,73.88,3.04
30/8/2017,29.28,27.9,3.56,76.69,2.45
31/8/2017,29.26,28.22,3.57,78.19,3.84
1/9/2017,29.47,28.26,3.48,78.56,1.63
2/9/2017,29.26,28.23,3.77,81.19,4.2
3/9/2017,29.53,28.17,3.15,81.12,8.35
4/9/2017,29.55,28.59,3.84,81.69,5.59
5/9/2017,29.14,28.39,4.16,82.69,9.63
6/9/2017,29.47,28.3,3.01,83.5,5.33
7/9/2017,28.94,28.4,3.05,84.81,22.61
8/9/2017,29.52,28.09,2.07,80.38,4.88
9/9/2017,29.62,28.76,2.85,79.62,7.71
10/9/2017,29.81,28.76,2.39,78.06,8.14
11/9/2017,29.41,28.48,3.77,78.81,7.9
12/9/2017,30.01,28.63,2.36,75.75,7.25
13/9/2017,29.62,28.71,3.27,80.12,4.79
14/9/2017,30.4,28.95,3.27,79.62,7.34
15/9/2017,29.65,28.55,4.78,79.75,6.2
16/9/2017,29.86,28.7,6.54,80.69,37.81
17/9/2017,29.31,28.28,5.65,79.94,6.76
18/9/2017,28.94,27.75,3.79,79.75,2.62
19/9/2017,30.07,28.38,3.85,77.19,1.05
20/9/2017,29.1,28.48,3.99,83.06,5.67
21/9/2017,29.07,28.4,3.6,83.5,40.77
22/9/2017,29.16,27.94,3.54,81,32.83
23/9/2017,28.65,27.44,3.67,81,7.02
24/9/2017,28.75,27.63,3.56,81,10.43
25/9/2017,28.12,27.34,5.52,87.62,10.28
26/9/2017,29.07,27.91,5.8,84.44,3.99
27/9/2017,28.73,27.5,3.22,82.25,4.89
28/9/2017,29.54,28.33,3.19,80,6.31
29/9/2017,28.83,27.61,3.3,83.62,25.28
30/9/2017,28.71,27.89,3.34,83.44,25.02
1/10/2017,28.54,27.68,3.3,84.06,10.43
2/10/2017,28.7,27.58,3.88,85,13.98
3/10/2017,27.48,26.94,4.12,87.12,16.58
4/10/2017,27.34,26.47,4.57,87.5,19.03
5/10/2017,28.01,27.01,2.5,84.25,11.37
6/10/2017,29.61,27.58,1.91,79.44,1.71
7/10/2017,29.05,27.54,3.61,83.62,7.2
8/10/2017,29.76,27.53,2.82,82.69,18.5
9/10/2017,29.85,27.94,2.48,81,2.58
10/10/2017,29.49,28.18,2.35,84.38,1.95
11/10/2017,29.08,28.1,3.2,85.81,1.7
12/10/2017,29.03,28.03,1.76,80.31,2.18
13/10/2017,28.48,27.62,3.05,82.56,10.44
14/10/2017,28.33,27.26,4.36,84.5,8.15
15/10/2017,28.5,27.39,6.2,84.75,18.05
16/10/2017,29.37,27.78,5.21,80.56,2.71
17/10/2017,28.48,27.22,4,83.56,8.13
18/10/2017,28.87,26.64,2.92,79.5,3.55
19/10/2017,29.77,27.16,3.97,79.19,1.73
20/10/2017,29,27.09,3.96,80.31,2.63
21/10/2017,30.24,27.88,3.11,79.5,7.06
22/10/2017,30.31,27.98,4.16,82.69,73.01
23/10/2017,28.69,26.66,3.53,84.31,6.41
24/10/2017,28.46,27.13,2.26,80.88,20.59
25/10/2017,29.78,27.79,2.15,76,2.47
26/10/2017,30.51,27.89,3.36,78.12,1.25
27/10/2017,30.38,26.48,3.83,77.62,0.39
28/10/2017,29.93,26.68,3.54,78.44,0.77
29/10/2017,30.45,26.8,4.45,77.88,0.45
30/10/2017,29.36,25.63,6.38,79.38,0.05
31/10/2017,29.58,24.78,6.09,79.69,0.19
1/11/2017,28.53,25,6.65,82.5,1.31
2/11/2017,29.47,25.81,5.11,81.19,4
3/11/2017,28.97,25.44,6.07,77.5,0.27
4/11/2017,28.69,24.72,7.2,77.06,0.16
5/11/2017,25.89,23.75,5.8,86.31,6.69
6/11/2017,27.82,25.75,3.81,85.88,9.98
7/11/2017,27.63,25.59,5.44,84.38,24.9
8/11/2017,28.09,25.31,4.26,85.44,21.7
9/11/2017,28.08,25.88,3.79,85.62,1.7
10/11/2017,28.74,26.65,2.84,82.44,1.81
11/11/2017,27.95,26.76,2.29,85.56,5.27
12/11/2017,28.75,26.73,2.25,85.75,4.51
13/11/2017,28.46,26.63,2.3,85.94,15.83
14/11/2017,29.27,26.98,1.35,80.75,3.13
15/11/2017,28.76,26.78,1.69,82.75,1.93
16/11/2017,29.8,26.96,1.91,79.5,2.01
17/11/2017,29.88,27.7,1.41,79.19,0.6
18/11/2017,30.08,28.02,2.23,79.31,0.43
19/11/2017,29.69,27.46,2.42,80.62,22.04
20/11/2017,29.4,26.98,4.17,82.75,16.2
21/11/2017,29.08,27.24,4.74,83.81,25.7
22/11/2017,29.06,27.35,2.69,82.69,5.13
23/11/2017,29,25.62,4.56,83.25,23.22
24/11/2017,28.02,24.15,6.14,81.44,12.07
25/11/2017,27.93,23.33,6.45,78.38,1.24
26/11/2017,28.48,24.45,6.16,79.56,2.87
27/11/2017,28.61,23.84,5.38,79.56,0.56
28/11/2017,29.4,25.19,4.79,82.5,3.21
29/11/2017,29.19,26,4.83,83.5,10.79
30/11/2017,29.27,26.39,4.17,84.06,5.16
1/12/2017,28.88,25.83,4.88,83.94,0.52
2/12/2017,29.01,25.18,5.5,81.75,0.81
3/12/2017,28.88,24.78,5.31,82.19,0.18
4/12/2017,28.21,25.88,5.23,84.62,8.14
5/12/2017,28.13,25.05,5.46,83.31,2.52
6/12/2017,28.26,24.89,3.97,78.94,0.1
7/12/2017,29.69,26.08,2.03,74.88,0.05
8/12/2017,29.64,25.98,2.68,82.12,0.66
9/12/2017,28.15,24.24,3.86,77.75,0.46
10/12/2017,28.71,24.92,2.23,68.12,0
11/12/2017,28.89,26.09,1.95,70.81,0
12/12/2017,28.62,27.01,1.95,71.94,0
13/12/2017,28.65,27.11,2.44,77.25,0.03
14/12/2017,28.65,27.02,2.44,82.38,1
15/12/2017,28.41,26.71,0.85,79.62,1.55
16/12/2017,29.37,26.15,3.96,77.94,0.72
17/12/2017,27.06,22.39,7.27,73.56,0
18/12/2017,25.4,19.94,7.82,72.38,0
19/12/2017,24.04,18.46,7.93,71.69,0
20/12/2017,24.05,18.35,7.99,69.69,0
21/12/2017,25.32,18.62,6.98,73.94,0.8
22/12/2017,26.37,21.57,5.83,74,0.01
23/12/2017,28.6,23.08,3.93,76.56,0.04
24/12/2017,29.12,24.19,3.98,81.06,0.02
25/12/2017,26.77,22.82,6.05,76,0.24
26/12/2017,24.43,22.01,6.66,83.25,11.08
27/12/2017,26.67,21.68,3.84,83.38,2.25
28/12/2017,27.94,24.36,3,85.31,8.31
29/12/2017,28.43,23.88,4.3,83.94,0.2
30/12/2017,28.87,24.89,4.06,81.75,0.08
31/12/2017,28.22,24.68,4.6,75.94,0.02
1/1/2018,27.87,23.8,4.09,76.44,0
2/1/2018,27.31,23.38,3.3,75.56,0
3/1/2018,28.27,23.59,2.71,76.44,0
4/1/2018,28.6,24.61,2.44,77.75,0
5/1/2018,29.12,25.28,2.12,77.88,0
6/1/2018,28.42,26.14,1.92,80.75,15.92
7/1/2018,27.62,26.5,3.27,86.06,2.46
